Skills,HTML,Wireframing and Prototyping,MongoDB,Build Automation,Kubernetes,Hardware/Software Integration,Data Visualization,DevOps,User Research,Microsoft SQL Server,System Architecture Design,Azure,Virtualization VMware,Risk Management,Data Mining,Usability Testing,Security Best Practices,Cloud Architecture,Selenium,CoAP,Firewall Configuration,Cloud Native Application Development,IoT,Routing and Switching,PyTorch,Incident Response,SVN,Docker,UX Design,Git,Scalability and Performance Optimization,TCP/IP,Technical Documentation,scikit-learn,Vue.js,TensorFlow,Cassandra,ETL,Responsive Design,SQL,Performance Testing,Data Warehousing,GCP,Hadoop,Project Planning,UX/UI Design and Prototyping,MySQL,RDBMS,Computer Vision,Data Manipulation and Cleaning,Data Manipulation,UI Design,Data Modeling,Oracle,Virtualization Hyper-V,Security Auditing,Adobe XD,Cross Browser Compatibility,User Centric Design,Scrum,IT Support,Cryptocurrency development,Active Directory,Web Accessibility,System Administration,JUnit,Budgeting,Disaster Recovery Planning,Manual Testing,RESTful Architecture,Troubleshooting,React,Server Administration,Network Security,Malware Analysis,Django,Natural Language Processing,Continuous Integration/Continuous Deployment,Test-Driven Development (TDD),GraphQL,Web Development,Wireless Networking,PostgreSQL,Big Data Technologies,Android Mobile App Development,Flask,REST,Smart contracts,Integration Testing and System Testing,iOS Mobile App Development,JavaScript,AI,Machine Learning,Network Monitoring,Matplotlib,Embedded Systems,Spark,Penetration Testing,Software Design Patterns,Node.js,Sensor Integration,Kanban,VoIP (Voice over Internet Protocol),Agile Methodologies,CSS,Blockchain security,Cryptography,Flutter,Sketch,Backup and Recovery,Quality Assurance,Ethical Hacking,NoSQL,React Native,Pandas,Real-Time Systems,AWS,Angular,Responsive Web Design,Data Engineering,VPN,pytest,Memory Management and Performance Profiling,Intrusion Detection,MQTT
fabric-token,0.06,0.12,0.0,0.22,0.0,0.27,0.28,0.18,0.09,0.01,0.01,0.49,0.02,0.06,0.28,0.15,0.08,0.0,0.0,0.08,0.02,0.45,0.0,0.26,0.0,0.04,0.01,0.0,0.01,0.02,0.26,0.0,0.15,0.0,0.07,0.29,0.0,0.03,0.17,0.0,0.16,0.01,0.01,0.0,0.05,0.13,0.0,0.0,0.0,0.03,0.06,0.04,0.23,0.0,0.0,0.06,0.0,0.25,0.06,0.0,0.05,0.23,0.0,0.15,0.03,0.01,0.0,0.04,0.08,0.01,0.21,0.17,0.26,0.38,0.08,0.0,0.16,0.36,0.21,0.01,0.28,0.04,0.0,0.28,0.49,0.0,0.02,0.32,0.06,0.4,0.13,0.02,0.55,0.3,0.0,0.15,0.0,0.03,0.01,0.24,0.07,0.0,0.01,0.04,0.02,0.22,0.04,0.41,0.0,0.22,0.06,0.01,0.01,0.11,0.0,0.06,0.0,0.03,0.18,0.1,0.01,0.29,0.05,0.06,0.01
fabric-tools,0.23,0.03,0.0,0.07,0.0,0.13,0.16,0.05,0.05,0.0,0.0,0.06,0.0,0.01,0.05,0.12,0.04,0.0,0.0,0.17,0.0,0.21,0.0,0.25,0.0,0.07,0.02,0.0,0.0,0.01,0.2,0.02,0.18,0.0,0.01,0.0,0.02,0.02,0.16,0.0,0.13,0.0,0.03,0.0,0.02,0.02,0.0,0.0,0.0,0.01,0.02,0.0,0.02,0.0,0.0,0.0,0.01,0.17,0.06,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.02,0.0,0.11,0.3,0.01,0.13,0.01,0.0,0.02,0.42,0.11,0.01,0.01,0.0,0.0,0.0,0.26,0.0,0.05,0.0,0.01,0.18,0.07,0.01,0.23,0.11,0.0,0.04,0.0,0.02,0.0,0.21,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.23,0.0,0.31,0.02,0.01,0.0,0.12,0.0,0.01,0.0,0.12,0.01,0.0,0.02,0.31,0.0,0.02,0.01
felis,0.1,0.17,0.04,0.26,0.03,0.21,0.19,0.01,0.17,0.03,0.11,0.74,0.02,0.09,0.16,0.23,0.11,0.03,0.87,0.36,0.12,0.22,0.04,0.33,0.06,0.09,0.15,0.01,0.05,0.42,0.15,0.03,0.15,0.01,0.02,0.12,0.32,0.47,0.29,0.01,0.16,0.1,0.14,0.01,0.15,0.12,0.0,0.02,0.12,0.13,0.06,0.12,0.11,0.48,0.02,0.2,0.07,0.34,0.25,0.01,0.14,0.13,0.02,0.28,0.15,0.29,0.05,0.08,0.11,0.4,0.11,0.28,0.21,0.16,0.02,0.01,0.27,0.25,0.09,0.09,0.18,0.19,0.01,0.08,0.25,0.4,0.19,0.28,0.13,0.08,0.03,0.09,0.29,0.15,0.0,0.14,0.26,0.09,0.12,0.08,0.2,0.09,0.1,0.1,0.18,0.15,0.06,0.37,0.12,0.34,0.26,0.03,0.01,0.18,0.05,0.06,0.05,0.11,0.29,0.18,0.14,0.02,0.15,0.07,0.06
fetcher,0.5,0.24,0.08,0.28,0.12,0.34,0.34,0.12,0.32,0.05,0.06,0.65,0.2,0.23,0.09,0.38,0.24,0.05,0.2,0.57,0.34,0.42,0.3,0.37,0.19,0.34,0.22,0.0,0.1,0.29,0.25,0.29,0.24,0.07,0.3,0.65,0.66,0.44,0.36,0.12,0.41,0.21,0.16,0.08,0.21,0.2,0.07,0.07,0.2,0.34,0.41,0.13,0.05,0.2,0.15,0.14,0.37,0.35,0.29,0.01,0.24,0.45,0.03,0.56,0.12,0.68,0.04,0.44,0.14,0.07,0.36,0.58,0.15,0.3,0.21,0.09,0.3,0.27,0.2,0.25,0.31,0.46,0.15,0.39,0.43,0.37,0.02,0.49,0.07,0.34,0.53,0.36,0.43,0.21,0.0,0.3,0.46,0.21,0.14,0.5,0.28,0.2,0.06,0.13,0.39,0.28,0.18,0.87,0.08,0.42,0.23,0.06,0.3,0.48,0.43,0.22,0.16,0.46,0.48,0.11,0.37,0.45,0.17,0.03,0.28
fftw,0.23,0.71,0.03,0.4,0.15,0.53,0.6,0.09,0.25,0.03,0.16,0.67,0.64,0.21,0.43,0.43,0.53,0.16,0.06,0.4,0.76,0.53,0.06,0.53,0.2,0.3,0.09,0.3,0.09,0.36,0.44,0.07,0.41,0.07,0.15,0.6,0.5,0.35,0.41,0.02,0.47,0.55,0.04,0.02,0.29,0.24,0.01,0.02,0.5,0.45,0.32,0.1,0.42,0.15,0.03,0.32,0.47,0.6,0.37,0.01,0.32,0.31,0.18,0.85,0.25,0.39,0.2,0.32,0.16,0.18,0.35,0.56,0.55,0.53,0.33,0.1,0.63,0.36,0.08,0.11,0.82,0.77,0.01,0.71,0.42,0.74,0.1,0.46,0.35,0.31,0.28,0.22,0.53,0.56,0.0,0.33,0.46,0.43,0.36,0.4,0.37,0.27,0.23,0.13,0.27,0.26,0.26,0.89,0.24,0.69,0.32,0.11,0.04,0.59,0.49,0.58,0.04,0.54,0.68,0.53,0.62,0.23,0.28,0.27,0.03
fgcmcal,0.05,0.27,0.0,0.34,0.01,0.43,0.45,0.04,0.2,0.0,0.16,0.15,0.02,0.2,0.38,0.25,0.27,0.17,0.01,0.13,0.56,0.55,0.01,0.5,0.01,0.24,0.02,0.02,0.02,0.11,0.36,0.02,0.25,0.01,0.02,0.03,0.09,0.02,0.36,0.0,0.34,0.24,0.09,0.0,0.18,0.13,0.0,0.0,0.43,0.32,0.21,0.05,0.39,0.0,0.0,0.26,0.01,0.34,0.42,0.01,0.21,0.3,0.01,0.23,0.22,0.04,0.18,0.2,0.24,0.18,0.36,0.41,0.46,0.37,0.32,0.01,0.41,0.48,0.24,0.04,0.12,0.32,0.0,0.26,0.48,0.43,0.04,0.47,0.28,0.36,0.23,0.01,0.53,0.44,0.0,0.33,0.1,0.19,0.23,0.2,0.35,0.05,0.16,0.07,0.07,0.19,0.21,0.37,0.07,0.47,0.28,0.1,0.01,0.29,0.01,0.22,0.0,0.34,0.34,0.29,0.04,0.13,0.4,0.25,0.01
firefly_client,0.55,0.46,0.0,0.36,0.01,0.46,0.44,0.27,0.27,0.0,0.15,0.35,0.02,0.27,0.33,0.44,0.3,0.03,0.01,0.16,0.0,0.42,0.08,0.56,0.04,0.28,0.02,0.0,0.28,0.13,0.48,0.46,0.39,0.0,0.16,0.27,0.01,0.21,0.49,0.04,0.47,0.24,0.03,0.0,0.2,0.4,0.0,0.0,0.05,0.32,0.27,0.36,0.34,0.01,0.02,0.24,0.25,0.46,0.38,0.05,0.34,0.28,0.0,0.5,0.2,0.16,0.08,0.21,0.41,0.23,0.42,0.27,0.14,0.36,0.34,0.0,0.34,0.51,0.38,0.09,0.5,0.57,0.0,0.16,0.56,0.08,0.02,0.51,0.34,0.52,0.63,0.5,0.5,0.41,0.0,0.44,0.13,0.32,0.32,0.41,0.3,0.02,0.58,0.29,0.48,0.18,0.21,0.69,0.27,0.53,0.41,0.2,0.17,0.49,0.0,0.29,0.0,0.36,0.53,0.31,0.01,0.63,0.4,0.25,0.05
flaky,0.15,0.0,0.06,0.01,0.0,0.0,0.01,0.01,0.07,0.05,0.0,0.01,0.01,0.03,0.03,0.03,0.0,0.01,0.16,0.89,0.02,0.03,0.01,0.02,0.07,0.07,0.11,0.03,0.01,0.09,0.0,0.04,0.01,0.04,0.04,0.03,0.3,0.35,0.0,0.06,0.07,0.01,0.07,0.04,0.0,0.01,0.03,0.03,0.0,0.03,0.14,0.01,0.0,0.05,0.01,0.03,0.65,0.01,0.0,0.0,0.03,0.07,0.01,0.01,0.0,0.22,0.01,0.01,0.03,0.0,0.89,0.36,0.09,0.02,0.1,0.06,0.0,0.0,0.0,0.1,0.04,0.02,0.03,0.0,0.04,0.4,0.01,0.0,0.0,0.04,0.19,0.06,0.03,0.05,0.0,0.01,0.02,0.03,0.0,0.14,0.0,0.34,0.03,0.01,0.1,0.0,0.03,1.0,0.05,0.01,0.0,0.01,0.3,0.27,0.11,0.0,0.06,0.09,0.0,0.05,0.19,0.17,0.01,0.0,0.09
flash,0.01,0.03,0.11,0.09,0.19,0.01,0.03,0.04,0.03,0.0,0.0,0.72,0.05,0.02,0.01,0.07,0.0,0.01,0.06,0.49,0.13,0.11,0.04,0.17,0.58,0.21,0.46,0.01,0.0,0.38,0.05,0.02,0.0,0.0,0.0,0.07,0.49,0.52,0.01,0.0,0.05,0.05,0.15,0.04,0.01,0.01,0.0,0.05,0.0,0.07,0.05,0.04,0.0,0.19,0.03,0.02,0.49,0.12,0.02,0.0,0.05,0.07,0.0,0.1,0.0,0.37,0.01,0.03,0.0,0.0,0.08,0.61,0.08,0.02,0.08,0.18,0.02,0.0,0.01,0.05,0.08,0.16,0.0,0.01,0.16,0.72,0.0,0.0,0.0,0.17,0.03,0.04,0.04,0.04,0.01,0.01,0.99,0.04,0.0,0.01,0.03,0.24,0.0,0.01,0.03,0.0,0.0,0.99,0.09,0.01,0.0,0.02,0.0,0.26,0.35,0.0,0.12,0.25,0.01,0.02,0.19,0.01,0.0,0.0,0.27
framework,0.3,0.88,0.2,0.63,0.5,0.25,0.28,0.59,0.06,0.0,0.33,0.92,0.07,0.39,0.07,0.47,0.7,0.09,0.05,0.93,0.28,0.59,0.17,0.83,0.6,0.06,0.7,0.01,0.04,0.47,0.6,0.44,0.33,0.34,0.18,0.62,0.44,0.84,0.67,0.02,0.09,0.01,0.91,0.05,0.71,0.16,0.03,0.89,0.04,0.34,0.06,0.02,0.17,0.01,0.31,0.08,0.4,0.59,0.06,0.64,0.08,0.21,0.01,0.62,0.26,0.55,0.16,0.85,0.04,0.28,0.1,0.54,0.04,0.1,0.01,0.03,0.41,0.87,0.62,0.2,0.47,0.26,0.01,0.22,0.22,0.82,0.49,0.65,0.34,0.24,0.77,0.31,0.26,0.11,0.04,0.5,0.65,0.14,0.08,0.3,0.42,0.73,0.1,0.75,0.36,0.17,0.02,0.45,0.01,0.76,0.09,0.16,0.17,0.79,0.12,0.21,0.11,0.4,0.77,0.07,0.16,0.26,0.45,0.21,0.91
free,0.36,0.12,0.27,0.21,0.21,0.11,0.37,0.07,0.13,0.13,0.06,0.34,0.22,0.02,0.08,0.21,0.03,0.19,0.22,0.12,0.07,0.2,0.16,0.28,0.37,0.04,0.22,0.1,0.13,0.5,0.12,0.11,0.12,0.67,0.14,0.38,0.3,0.21,0.22,0.15,0.12,0.07,0.11,0.27,0.03,0.08,0.19,0.07,0.23,0.03,0.01,0.25,0.09,0.23,0.16,0.03,0.19,0.42,0.34,0.14,0.14,0.06,0.0,0.47,0.06,0.2,0.0,0.03,0.21,0.13,0.03,0.21,0.14,0.07,0.0,0.14,0.26,0.17,0.11,0.23,0.16,0.19,0.1,0.08,0.27,0.35,0.25,0.07,0.12,0.22,0.28,0.14,0.19,0.15,0.4,0.1,0.42,0.07,0.1,0.33,0.13,0.19,0.3,0.11,0.42,0.11,0.06,0.37,0.41,0.15,0.03,0.01,0.14,0.23,0.24,0.09,0.11,0.33,0.31,0.1,0.09,0.14,0.07,0.08,0.11
galsim,0.28,0.22,0.0,0.28,0.0,0.33,0.33,0.01,0.16,0.0,0.1,0.05,0.01,0.1,0.26,0.16,0.18,0.02,0.0,0.09,0.08,0.48,0.0,0.39,0.0,0.11,0.01,0.0,0.08,0.02,0.32,0.1,0.15,0.0,0.01,0.03,0.33,0.02,0.27,0.0,0.22,0.12,0.01,0.0,0.11,0.22,0.0,0.0,0.25,0.29,0.18,0.16,0.26,0.0,0.0,0.11,0.0,0.41,0.22,0.0,0.16,0.24,0.01,0.28,0.14,0.0,0.04,0.11,0.08,0.07,0.22,0.26,0.4,0.25,0.14,0.0,0.36,0.48,0.19,0.04,0.31,0.21,0.0,0.23,0.57,0.04,0.02,0.32,0.21,0.45,0.21,0.01,0.45,0.27,0.0,0.25,0.01,0.1,0.17,0.13,0.25,0.01,0.25,0.09,0.07,0.15,0.09,0.16,0.07,0.33,0.2,0.03,0.01,0.1,0.0,0.15,0.0,0.11,0.44,0.19,0.05,0.16,0.2,0.07,0.01
geom,0.21,0.23,0.01,0.29,0.04,0.47,0.64,0.0,0.25,0.0,0.25,0.41,0.34,0.15,0.47,0.25,0.29,0.31,0.02,0.66,0.58,0.64,0.01,0.57,0.1,0.41,0.05,0.02,0.0,0.48,0.39,0.01,0.34,0.01,0.01,0.0,0.27,0.27,0.53,0.0,0.37,0.15,0.81,0.0,0.43,0.01,0.0,0.01,0.7,0.46,0.39,0.0,0.44,0.01,0.03,0.16,0.01,0.31,0.16,0.0,0.06,0.15,0.01,0.49,0.39,0.1,0.01,0.22,0.3,0.28,0.35,0.38,0.54,0.3,0.2,0.01,0.12,0.55,0.32,0.12,0.13,0.09,0.78,0.22,0.15,0.58,0.02,0.29,0.14,0.11,0.08,0.03,0.69,0.38,0.0,0.47,0.15,0.21,0.16,0.09,0.33,0.17,0.04,0.05,0.0,0.21,0.02,0.31,0.03,0.57,0.37,0.06,0.0,0.45,0.02,0.17,0.0,0.69,0.56,0.72,0.55,0.08,0.08,0.27,0.17
git,0.01,0.2,0.0,0.33,0.0,0.28,0.19,0.05,0.14,0.0,0.05,0.01,0.0,0.1,0.09,0.19,0.17,0.0,0.0,0.07,0.04,0.05,0.0,0.43,0.0,0.23,0.01,0.0,0.0,1.0,0.34,0.0,0.14,0.0,0.0,0.0,0.01,0.03,0.33,0.0,0.28,0.08,0.4,0.0,0.11,0.05,0.0,0.0,0.07,0.2,0.13,0.01,0.11,0.0,0.0,0.1,0.0,0.06,0.26,0.0,0.35,0.0,0.0,0.09,0.24,0.0,0.02,0.11,0.1,0.01,0.26,0.01,0.13,0.16,0.06,0.0,0.08,0.36,0.1,0.0,0.01,0.01,0.0,0.15,0.0,0.01,0.0,0.29,0.17,0.0,0.01,0.05,0.33,0.15,0.0,0.25,0.01,0.11,0.16,0.0,0.07,0.0,0.0,0.1,0.0,0.0,0.01,0.02,0.0,0.46,0.21,0.06,0.01,0.03,0.0,0.22,0.0,0.13,0.03,0.06,0.02,0.0,0.11,0.12,0.09
git-lfs,0.11,0.28,0.0,0.33,0.01,0.31,0.27,0.16,0.2,0.0,0.12,0.07,0.03,0.18,0.24,0.27,0.29,0.11,0.03,0.19,0.18,0.3,0.01,0.41,0.01,0.24,0.01,0.02,0.06,0.37,0.35,0.03,0.22,0.01,0.0,0.01,0.02,0.34,0.34,0.0,0.33,0.24,0.05,0.0,0.14,0.17,0.0,0.0,0.28,0.21,0.15,0.07,0.22,0.02,0.0,0.25,0.0,0.26,0.31,0.0,0.34,0.21,0.01,0.27,0.22,0.0,0.04,0.12,0.2,0.11,0.32,0.06,0.27,0.33,0.27,0.01,0.35,0.41,0.22,0.02,0.21,0.25,0.0,0.28,0.23,0.31,0.02,0.37,0.25,0.14,0.14,0.17,0.44,0.31,0.0,0.31,0.08,0.2,0.19,0.03,0.22,0.02,0.19,0.17,0.02,0.18,0.23,0.19,0.05,0.43,0.29,0.14,0.14,0.18,0.0,0.19,0.02,0.3,0.22,0.21,0.07,0.04,0.24,0.22,0.03
golang,0.07,0.29,0.0,0.38,0.0,0.48,0.32,0.0,0.23,0.0,0.16,0.02,0.0,0.16,0.26,0.19,0.19,0.01,0.0,0.08,0.11,0.33,0.0,0.47,0.0,0.16,0.03,0.0,0.07,0.24,0.37,0.04,0.2,0.0,0.01,0.01,0.0,0.05,0.41,0.0,0.25,0.21,0.27,0.0,0.25,0.32,0.0,0.0,0.08,0.3,0.23,0.1,0.23,0.0,0.0,0.13,0.0,0.43,0.29,0.0,0.06,0.13,0.01,0.29,0.16,0.03,0.04,0.15,0.06,0.03,0.25,0.33,0.38,0.24,0.21,0.21,0.45,0.42,0.14,0.04,0.1,0.13,0.0,0.17,0.3,0.05,0.01,0.28,0.2,0.16,0.03,0.03,0.46,0.24,0.0,0.22,0.02,0.12,0.21,0.13,0.27,0.12,0.04,0.04,0.01,0.11,0.03,0.08,0.01,0.5,0.19,0.01,0.0,0.1,0.01,0.08,0.0,0.09,0.31,0.19,0.06,0.08,0.18,0.03,0.02
gpu,0.0,0.26,0.0,0.32,0.0,0.47,0.32,0.01,0.17,0.0,0.09,0.03,0.01,0.18,0.23,0.25,0.4,0.0,0.0,0.02,0.06,0.19,0.0,0.6,0.0,0.36,0.0,0.0,0.02,0.01,0.42,0.0,0.33,0.0,0.0,0.0,0.02,0.01,0.36,0.0,0.41,0.15,0.01,0.0,0.37,0.1,0.0,0.0,0.08,0.31,0.22,0.01,0.17,0.0,0.0,0.24,0.0,0.12,0.33,0.0,0.35,0.02,0.0,0.27,0.21,0.0,0.1,0.21,0.11,0.1,0.46,0.48,0.38,0.29,0.18,0.0,0.25,0.5,0.23,0.0,0.01,0.28,0.26,0.04,0.01,0.02,0.03,0.27,0.26,0.0,0.03,0.0,0.23,0.31,0.0,0.36,0.0,0.19,0.17,0.0,0.32,0.0,0.02,0.11,0.0,0.02,0.03,0.12,0.01,0.58,0.38,0.12,0.0,0.14,0.0,0.13,0.0,0.05,0.54,0.18,0.05,0.08,0.27,0.29,0.0
group-deploy,0.36,0.04,0.14,0.31,0.08,0.03,0.26,0.32,0.02,0.28,0.13,0.53,0.29,0.1,0.01,0.13,0.25,0.26,0.1,0.97,0.01,0.22,0.02,0.18,0.03,0.02,0.24,0.01,0.11,0.17,0.2,0.07,0.23,0.0,0.11,0.45,0.36,0.1,0.23,0.11,0.09,0.01,0.83,0.06,0.05,0.05,0.02,0.14,0.25,0.1,0.1,0.27,0.06,0.31,0.1,0.03,0.22,0.04,0.06,0.16,0.16,0.23,0.05,0.15,0.08,0.52,0.0,0.04,0.01,0.02,0.02,0.13,0.07,0.31,0.21,0.02,0.17,0.04,0.02,0.23,0.31,0.15,0.04,0.19,0.3,0.04,0.0,0.45,0.04,0.29,0.5,0.19,0.5,0.07,0.02,0.38,0.03,0.01,0.2,0.38,0.06,0.15,0.12,0.3,0.4,0.1,0.14,0.03,0.02,0.08,0.1,0.01,0.02,0.11,0.78,0.18,0.43,0.07,0.29,0.14,0.16,0.06,0.03,0.01,0.71
gsl,0.31,0.42,0.01,0.48,0.02,0.58,0.65,0.07,0.32,0.04,0.3,0.62,0.35,0.28,0.53,0.34,0.55,0.15,0.31,0.17,0.45,0.66,0.01,0.69,0.02,0.36,0.01,0.07,0.03,0.07,0.51,0.04,0.54,0.07,0.03,0.25,0.19,0.1,0.5,0.01,0.46,0.37,0.0,0.0,0.37,0.28,0.01,0.0,0.77,0.53,0.4,0.21,0.44,0.01,0.03,0.53,0.03,0.54,0.47,0.01,0.35,0.41,0.02,0.56,0.43,0.01,0.18,0.34,0.22,0.26,0.51,0.54,0.77,0.7,0.38,0.01,0.75,0.57,0.32,0.31,0.56,0.65,0.09,0.6,0.62,0.49,0.03,0.63,0.41,0.34,0.35,0.03,0.81,0.59,0.0,0.54,0.15,0.24,0.46,0.31,0.52,0.09,0.24,0.26,0.23,0.4,0.5,0.54,0.16,0.68,0.5,0.18,0.01,0.28,0.05,0.37,0.01,0.62,0.68,0.58,0.51,0.38,0.34,0.29,0.03
helm,0.54,0.25,0.04,0.36,0.03,0.56,0.43,0.08,0.24,0.02,0.21,0.38,0.36,0.28,0.29,0.23,0.26,0.02,0.01,0.16,0.04,0.59,0.11,0.42,0.03,0.35,0.23,0.0,0.21,0.07,0.36,0.42,0.28,0.04,0.1,0.33,0.18,0.21,0.43,0.13,0.29,0.04,0.18,0.02,0.32,0.37,0.01,0.02,0.19,0.22,0.19,0.21,0.25,0.03,0.12,0.25,0.2,0.48,0.4,0.01,0.32,0.36,0.2,0.47,0.21,0.27,0.05,0.37,0.22,0.37,0.33,0.26,0.6,0.4,0.34,0.02,0.5,0.51,0.26,0.2,0.59,0.24,0.01,0.43,0.67,0.92,0.01,0.39,0.22,0.67,0.52,0.31,0.55,0.37,0.0,0.26,0.03,0.15,0.39,0.41,0.2,0.2,0.35,0.23,0.41,0.33,0.14,0.06,0.01,0.27,0.3,0.23,0.13,0.32,0.01,0.37,0.03,0.53,0.62,0.22,0.27,0.48,0.27,0.16,0.15
home,0.89,0.36,0.12,0.35,0.05,0.57,0.46,0.0,0.39,0.87,0.04,0.96,0.21,0.2,0.31,0.72,0.33,0.0,0.58,0.83,0.07,0.62,0.11,0.72,0.32,0.05,0.84,0.11,0.32,0.83,0.41,0.88,0.14,0.06,0.85,0.68,0.85,0.86,0.7,0.81,0.32,0.01,0.92,0.05,0.03,0.33,0.71,0.55,0.25,0.3,0.46,0.66,0.19,0.3,0.31,0.1,0.77,0.81,0.74,0.21,0.24,0.2,0.04,0.56,0.07,0.78,0.28,0.02,0.39,0.57,0.14,0.72,0.07,0.01,0.07,0.04,0.59,0.44,0.5,0.77,0.46,0.19,0.89,0.5,0.84,0.43,0.87,0.48,0.27,0.85,0.75,0.15,0.54,0.08,0.63,0.21,0.26,0.19,0.18,0.88,0.46,0.85,0.72,0.45,0.88,0.15,0.07,0.47,0.1,0.53,0.69,0.07,0.5,0.84,0.58,0.11,0.01,0.94,0.65,0.34,0.31,0.68,0.39,0.05,0.43
homebrew-fabric,0.05,0.02,0.0,0.0,0.01,0.02,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.01,0.0,0.06,0.0,0.0,0.0,0.23,0.0,0.01,0.0,0.14,0.02,0.01,0.0,0.0,0.0,0.0,0.08,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.07,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.11,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.1,0.0,0.0,0.0
iOS,0.0,0.25,0.0,0.13,0.0,0.38,0.25,0.02,0.18,0.0,0.08,0.0,0.0,0.19,0.16,0.3,0.16,0.0,0.0,0.12,0.08,0.0,0.0,0.35,0.02,0.24,0.01,0.01,0.12,0.02,0.28,0.0,0.14,0.01,0.0,0.0,0.03,0.02,0.38,0.0,0.32,0.11,0.03,0.0,0.1,0.19,0.0,0.0,0.01,0.14,0.13,0.16,0.13,0.0,0.0,0.16,0.0,0.1,0.28,0.07,0.15,0.0,0.01,0.0,0.15,0.0,0.09,0.1,0.25,0.08,0.32,0.41,0.01,0.1,0.16,0.03,0.06,0.26,0.22,0.01,0.0,0.03,0.0,0.02,0.0,0.13,0.15,0.16,0.24,0.99,0.0,0.0,0.13,0.11,0.05,0.09,0.18,0.21,0.11,0.0,0.26,0.01,0.02,0.09,0.0,0.06,0.05,0.37,0.25,0.34,0.18,0.1,0.0,0.14,0.13,0.04,0.0,0.08,0.0,0.09,0.01,0.19,0.16,0.22,0.05
iPad,0.17,0.18,0.0,0.13,0.0,0.45,0.26,0.03,0.17,0.0,0.06,0.0,0.02,0.1,0.1,0.4,0.11,0.0,0.0,0.13,0.04,0.02,0.0,0.41,0.0,0.14,0.0,0.0,0.16,0.01,0.31,0.02,0.14,0.04,0.04,0.0,0.01,0.04,0.43,0.01,0.33,0.03,0.03,0.0,0.07,0.23,0.0,0.0,0.03,0.09,0.04,0.16,0.07,0.0,0.01,0.06,0.0,0.07,0.33,0.05,0.15,0.0,0.01,0.03,0.06,0.01,0.06,0.06,0.14,0.02,0.29,0.36,0.01,0.04,0.11,0.0,0.09,0.23,0.2,0.09,0.0,0.08,0.0,0.01,0.0,0.0,0.14,0.06,0.15,0.09,0.05,0.01,0.17,0.04,0.01,0.18,0.04,0.15,0.17,0.06,0.13,0.0,0.02,0.13,0.2,0.02,0.03,0.23,0.1,0.37,0.14,0.06,0.01,0.22,0.0,0.06,0.0,0.14,0.0,0.07,0.03,0.15,0.12,0.11,0.04
image-gc,0.24,0.22,0.03,0.43,0.03,0.37,0.28,0.22,0.33,0.01,0.11,0.88,0.09,0.32,0.15,0.36,0.33,0.23,0.05,0.66,0.29,0.51,0.03,0.63,0.02,0.5,0.09,0.03,0.05,0.45,0.48,0.04,0.11,0.0,0.11,0.58,0.21,0.29,0.49,0.0,0.38,0.04,0.74,0.03,0.38,0.24,0.0,0.01,0.67,0.17,0.05,0.18,0.07,0.12,0.01,0.21,0.33,0.57,0.29,0.0,0.45,0.21,0.02,0.37,0.33,0.02,0.01,0.37,0.23,0.14,0.52,0.38,0.53,0.47,0.3,0.02,0.0,0.5,0.21,0.01,0.18,0.22,0.01,0.4,0.43,0.48,0.16,0.23,0.4,0.42,0.23,0.38,0.6,0.42,0.0,0.56,0.1,0.25,0.18,0.37,0.33,0.03,0.02,0.24,0.06,0.22,0.03,0.73,0.09,0.64,0.21,0.11,0.01,0.36,0.69,0.33,0.07,0.85,0.58,0.07,0.1,0.29,0.2,0.32,0.06
